Timestamp,Charging_per_day,MAX. TEMP(F),MIN. TEMP(F),Precipitation (Inches),Snowfall (Inches),Snow Cover (Inches),Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Weekend,Season_Fall,Season_Spring,Season_Summer,Season_Winter,Hour_0
2018-08-17,413.6546624206443,87,57,0.0,0.0,0,False,False,False,False,True,False,False,False,False,False,True,False,True
2018-08-18,189.98723842786703,85,56,0.0,0.0,0,False,False,False,False,False,True,False,True,False,False,True,False,True
2018-08-19,112.77978009411191,79,51,0.16,0.0,0,False,False,False,False,False,False,True,True,False,False,True,False,True
2018-08-20,277.29556338483695,77,47,0.0,0.0,0,True,False,False,False,False,False,False,False,False,False,True,False,True
2018-08-21,332.291952106612,76,51,0.0,0.0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
2018-08-22,519.5785052723791,80,55,0.01,0.0,0,False,False,True,False,False,False,False,False,False,False,True,False,True
2018-08-23,447.33294072466737,89,56,0.0,0.0,0,False,False,False,True,False,False,False,False,False,False,True,False,True
2018-08-24,410.17221157703193,89,56,0.0,0.0,0,False,False,False,False,True,False,False,False,False,False,True,False,True
2018-08-25,300.2140825290591,90,60,0.0,0.0,0,False,False,False,False,False,True,False,True,False,False,True,False,True
2018-08-26,163.423394241882,94,56,0.0,0.0,0,False,False,False,False,False,False,True,True,False,False,True,False,True
2018-08-27,269.3134030652467,90,64,0.0,0.0,0,True,False,False,False,False,False,False,False,False,False,True,False,True
